subject_id,workflow_id,task,reducer,data.aggregation_version,data.frame0.T4_tool0_points_x,data.frame0.T4_tool0_points_y,data.frame0.T4_tool0_cluster_labels,data.frame0.T4_tool0_clusters_count,data.frame0.T4_tool0_clusters_x,data.frame0.T4_tool0_clusters_y,data.frame0.T4_tool0_clusters_var_x,data.frame0.T4_tool0_clusters_var_y,data.frame0.T4_tool0_clusters_var_x_y
91319900,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319902,24257,T4,point_reducer_dbscan,4.1.0,"[365.3125, 399.3125, 405.3125, 406.3125]","[362.75, 329.75, 354.75, 396.75]","[-1, -1, -1, -1]",,,,,,
91319903,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319905,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319906,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319907,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319909,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319910,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91319912,24257,T4,point_reducer_dbscan,4.1.0,"[364.00555419921875, 308.5386657714844, 363.5839538574219, 336.79931640625, 427.1974182128906, 359.87005615234375, 412.189697265625, 369.7918395996094, 428.78179931640625, 484.0516662597656, 308.1446838378906]","[361.7921447753906, 253.07701110839844, 362.96722412109375, 316.57244873046875, 362.48895263671875, 362.3009948730469, 349.0134582519531, 360.6156005859375, 366.4614562988281, 352.64398193359375, 251.6702117919922]","[0, -1, 0, -1, -1, 0, -1, -1, -1, -1, -1]",[3],[362.4865214029948],[362.35345458984375],[5.178854517949124],[0.34726688358932734],[-0.02090919390320778]
91319913,24257,T4,point_reducer_dbscan,4.1.0,"[365.3125, 431.3125, 269.3125, 325.3125, 364.75, 423.75, 263.75, 324.75, 365.25799560546875, 437.9591064453125, 262.4241638183594, 361.4316101074219, 321.73297119140625, 431.40576171875, 362.3184509277344, 270.379150390625, 328.30621337890625, 366.8125, 428.8125, 271.8125, 370.8125]","[362.75, 348.75, 360.75, 353.75, 358.9666748046875, 349.9666748046875, 355.9666748046875, 351.9666748046875, 365.8370056152344, 343.8353576660156, 359.6191711425781, 415.1015930175781, 361.0540466308594, 352.7591247558594, 360.7307434082031, 360.19927978515625, 353.8219909667969, 358.75, 353.75, 360.75, 412.75]","[0, 3, 1, 2, 0, -1, -1, 2, 0, -1, -1, -1, -1, 3, 0, 1, 2, 0, 3, 1, -1]","[5, 3, 3, 3]","[364.8902893066406, 270.5013834635417, 326.12290445963544, 430.51025390625]","[361.406884765625, 360.56642659505206, 353.17955525716144, 351.75304158528644]","[2.6605993695557117, 1.5737056930859885, 3.6542299402256804, 2.1639506816864014]","[8.725189430359752, 0.1010975850125154, 1.1046049188201628, 7.00915250958254]","[-0.20744242402724922, 0.03365811208883923, 1.3027568167696395, -2.4492834955453873]"
91321152,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321153,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321154,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321155,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321156,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321157,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321159,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321160,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321161,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321162,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321163,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321164,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321165,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321166,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321168,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321169,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321170,24257,T4,point_reducer_dbscan,4.1.0,"[365.4552917480469, 368.46856689453125, 363.75, 368.75, 364.2591247558594, 367.56353759765625, 363.7754821777344, 368.01190185546875]","[364.1247253417969, 386.509033203125, 363.9666748046875, 385.9666748046875, 360.1619567871094, 387.8682861328125, 362.38751220703125, 387.2413330078125]","[0, 1, 0, 1, 0, 1, 0, 1]","[4, 4]","[364.30997467041016, 368.19850158691406]","[362.66021728515625, 386.8963317871094]","[0.6378635927879561, 0.2716948324814439]","[3.389096224680543, 0.6926611301799614]","[0.40617937284211314, -0.43294446853299934]"
91321171,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321172,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321173,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321174,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321176,24257,T4,point_reducer_dbscan,4.1.0,"[364.3125, 311.3125, 257.3125, 203.3125, 361.7868957519531, 463.84600830078125, 259.727783203125, 206.47955322265625, 300.75, 308.75, 285.75, 363.75, 365.16143798828125, 306.7405700683594, 313.75]","[362.75, 387.75, 385.75, 385.75, 366.4513854980469, 367.5606994628906, 385.31011962890625, 385.31011962890625, 393.9666748046875, 387.9666748046875, 410.9666748046875, 363.9666748046875, 363.0091552734375, 396.39251708984375, 387.9666748046875]","[0, 1, -1, -1, 0, -1, -1, -1, -1, 1, -1, 0, 0, -1, 1]","[4, 3]","[363.7527084350586, 311.2708333333333]","[364.04430389404297, 387.8944498697917]","[2.0541041303270804, 6.251302083333333]","[2.848941120241458, 0.015649323662122093]","[-2.304815383084739, -0.004514058430989579]"
91321177,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321178,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321179,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321180,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321181,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321182,24257,T4,point_reducer_dbscan,4.1.0,"[365.75, 412.75, 365.5168762207031, 415.02923583984375]","[362.9666748046875, 320.9666748046875, 364.56414794921875, 326.20953369140625]","[-1, -1, -1, -1]",,,,,,
91321183,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321185,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321186,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321187,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321188,24257,T4,point_reducer_dbscan,4.1.0,[365.75],[364.9666748046875],[-1],,,,,,
91321190,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321191,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321192,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321193,24257,T4,point_reducer_dbscan,4.1.0,"[361.7868957519531, 264.1651306152344, 260.3833312988281, 363.6802673339844, 262.70648193359375, 362.75, 262.75, 264.3118591308594, 367.05712890625]","[362.9014892578125, 304.1065673828125, 303.9666748046875, 361.6784973144531, 304.2828674316406, 364.9666748046875, 305.9666748046875, 299.4359130859375, 360.84686279296875]","[0, 1, 1, 0, 1, 0, 1, 1, 0]","[4, 5]","[363.8185729980469, 262.8633605957031]","[362.59838104248047, 303.55173950195314]","[5.258977837239702, 2.4951900106854734]","[3.2048973952575275, 5.946623233892024]","[-2.8972258251160383, -1.664254704071209]"
91321194,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321195,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321196,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321197,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321199,24257,T4,point_reducer_dbscan,4.1.0,"[363.10565185546875, 464.9828796386719, 364.75, 292.75, 462.75, 366.75, 465.75, 413.75, 467.75, 362.75, 364.9660949707031]","[362.0106506347656, 420.36285400390625, 364.9666748046875, 260.9666748046875, 418.9666748046875, 363.9666748046875, 417.9666748046875, 397.9666748046875, 417.9666748046875, 364.9666748046875, 361.6249694824219]","[0, 1, 0, -1, 1, 0, 1, -1, 1, 0, 0]","[5, 4]","[364.4643493652344, 465.30821990966797]","[363.50712890625, 418.8157196044922]","[2.5856491077691315, 4.269265018636361]","[2.5634255514480175, 1.2860554888223608]","[0.01350152087397874, -1.1125978332323332]"
91321200,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321202,24257,T4,point_reducer_dbscan,4.1.0,"[363.25, 436.25, 537.25]","[361.9666748046875, 466.9666748046875, 520.9666748046875]","[-1, -1, -1]",,,,,,
91321203,24257,T4,point_reducer_dbscan,4.1.0,[363.75],[362.9666748046875],[-1],,,,,,
91321205,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321206,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321208,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321209,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321211,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321212,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321214,24257,T4,point_reducer_dbscan,4.1.0,[361.75],[362.9666748046875],[-1],,,,,,
91321215,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321216,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321218,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321219,24257,T4,point_reducer_dbscan,4.1.0,"[362.128173828125, 390.3404846191406, 336.540283203125, 314.2328796386719, 363.75, 384.75, 430.75, 321.75, 280.75, 393.2519226074219, 364.383544921875, 335.51513671875, 311.8955383300781, 362.8664855957031, 386.30303955078125, 335.60357666015625, 362.489013671875, 312.3296813964844, 432.8172302246094, 285.25433349609375]","[364.8359680175781, 333.3431701660156, 395.67266845703125, 433.07037353515625, 362.9666748046875, 328.9666748046875, 212.9666748046875, 398.9666748046875, 502.9666748046875, 338.0780334472656, 364.9781494140625, 395.15875244140625, 430.588134765625, 366.7936096191406, 335.22601318359375, 400.2743835449219, 364.0999755859375, 433.947998046875, 253.2469482421875, 494.8382873535156]","[0, -1, 1, 2, 0, -1, -1, -1, -1, -1, 0, 1, 2, 0, -1, 1, 0, 2, -1, -1]","[5, 3, 3]","[363.1234436035156, 335.88633219401044, 312.8193664550781]","[364.73487548828126, 397.03526814778644, 432.53550211588544]","[0.8598797330632806, 0.3226943475504716, 1.5456346906721592]","[1.959354916866869, 7.934928834748765, 3.0367358935376005]","[-0.2570376780349761, -0.5551985533287128, 0.9317011889070272]"
91321220,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321221,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321223,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321225,24257,T4,point_reducer_dbscan,4.1.0,"[364.3125, 386.3125, 362.8163757324219, 382.46795654296875, 363.75, 382.75, 360.75, 386.75]","[362.75, 401.75, 363.23681640625, 400.5748291015625, 364.9666748046875, 399.9666748046875, 360.9666748046875, 401.9666748046875]","[0, 1, 0, 1, 0, 1, 0, 1]","[4, 4]","[362.90721893310547, 384.5701141357422]","[362.98004150390625, 401.0645446777344]","[2.4489802720490843, 5.173230964380005]","[2.7064032604297, 0.909609122822682]","[1.8903234905252853, 2.062858722483118]"
91321226,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321227,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321228,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321230,24257,T4,point_reducer_dbscan,4.1.0,"[367.3335876464844, 330.7254333496094]","[367.3388366699219, 392.8536071777344]","[-1, -1]",,,,,,
91321232,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321233,24257,T4,point_reducer_dbscan,4.1.0,"[319.3125, 368.3125, 338.3125, 361.7177734375, 339.0739440917969, 311.577880859375, 314.75, 367.75, 331.75, 317.72613525390625, 329.5812072753906, 334.20294189453125, 374.8811340332031, 313.2077331542969]","[416.75, 362.75, 329.75, 362.0145263671875, 332.90106201171875, 413.7718200683594, 414.9666748046875, 367.9666748046875, 336.9666748046875, 402.2969665527344, 328.37713623046875, 330.8609313964844, 364.9781494140625, 418.12225341796875]","[1, -1, 0, -1, 0, 1, 1, -1, -1, -1, -1, 0, -1, 1]","[3, 4]","[337.1964619954427, 314.71202850341797]","[331.17066446940106, 415.9026870727539]","[6.865821222153802, 11.083855259154612]","[2.554248882768055, 3.687042371292288]","[1.2952335226970413, 2.40068855175438]"
91321234,24257,T4,point_reducer_dbscan,4.1.0,"[344.00665283203125, 391.3193054199219, 424.7535705566406, 364.1933898925781, 359.1297912597656, 389.953369140625, 336.27783203125, 358.33489990234375, 328.1340637207031, 380.9855041503906, 311.7752990722656, 417.4781799316406, 418.7365417480469, 363.8233337402344, 394.3593444824219, 387.75, 361.75, 342.75]","[438.9496765136719, 394.79119873046875, 316.5676574707031, 360.7261047363281, 361.2621765136719, 391.02288818359375, 448.41851806640625, 350.6441345214844, 392.1702575683594, 382.10333251953125, 418.5959777832031, 466.4139404296875, 370.77801513671875, 360.28839111328125, 395.7640380859375, 389.9666748046875, 360.9666748046875, 438.9666748046875]","[-1, 0, -1, 1, 1, 0, -1, -1, -1, -1, -1, -1, -1, 1, 0, 0, 1, -1]","[4, 4]","[390.8455047607422, 362.22412872314453]","[392.8861999511719, 360.8108367919922]","[7.649870780917505, 5.41172287450172]","[7.968843501061201, 0.16937401300917068]","[7.238194139053424, -0.8242806616860131]"
91321235,24257,T4,point_reducer_dbscan,4.1.0,"[362.2536926269531, 385.92938232421875, 410.896484375, 356.75, 409.75, 380.75, 444.75, 375.5404968261719, 358.75, 406.75, 379.75, 366.75, 415.75, 383.75]","[364.89239501953125, 283.1036071777344, 316.6800537109375, 364.9666748046875, 304.9666748046875, 282.9666748046875, 234.96665954589844, 270.8848571777344, 364.9666748046875, 310.9666748046875, 280.9666748046875, 353.9666748046875, 312.9666748046875, 279.9666748046875]","[1, 0, -1, 1, -1, 0, -1, -1, 1, -1, 0, -1, -1, 0]","[4, 3]","[382.5448455810547, 359.25123087565106]","[281.7509078979492, 364.94191487630206]","[7.980039540367821, 7.761082426023981]","[2.3687979295694577, 0.0018391621609528859]","[0.8125601843930781, -0.11151110691328843]"
91321237,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321238,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321240,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321241,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321242,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321243,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321244,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321246,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321247,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321248,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321249,24257,T4,point_reducer_dbscan,4.1.0,"[322.1595153808594, 364.75, 316.75]","[365.8657531738281, 364.9666748046875, 369.9666748046875]","[-1, -1, -1]",,,,,,
91321250,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321251,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321252,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321254,24257,T4,point_reducer_dbscan,4.1.0,"[366.2242431640625, 321.8507080078125, 415.0351257324219, 365.4550476074219, 320.034912109375, 321.75775146484375, 361.75, 315.75, 368.3959045410156, 316.8689880371094, 414.1115417480469]","[365.342041015625, 345.3739318847656, 332.0618896484375, 364.5111083984375, 344.9552307128906, 344.3408203125, 362.9666748046875, 344.9666748046875, 363.7408752441406, 345.14471435546875, 327.7107849121094]","[0, 1, -1, 0, 1, 1, 0, 1, 0, 1, -1]","[4, 5]","[365.456298828125, 319.2524719238281]","[364.14017486572266, 344.9562744140625]","[7.655890939757228, 7.896943496540189]","[1.0395388363394886, 0.14721009572967886]","[1.3660202116395035, -0.23577478295192122]"
91321255,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321257,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321258,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321259,24257,T4,point_reducer_dbscan,4.1.0,"[410.32208251953125, 366.3125, 412.3125, 362.4152526855469, 406.37396240234375, 362.75, 410.75, 364.75, 410.75]","[382.3467712402344, 363.75, 383.75, 361.0415344238281, 382.0367431640625, 362.9666748046875, 381.9666748046875, 365.9666748046875, 383.9666748046875]","[0, 1, 0, 1, 0, 1, 0, 1, 0]","[5, 4]","[410.101708984375, 364.0569381713867]","[382.81337280273436, 363.4312210083008]","[4.918204617872834, 3.3237041597409793]","[0.9362860320135952, 4.152183715486899]","[1.2654268647544085, 2.3354996390795955]"
91321260,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321262,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321263,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321264,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321265,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321266,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321267,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321268,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321269,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321270,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321271,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321272,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321274,24257,T4,point_reducer_dbscan,4.1.0,"[364.3125, 359.3125, 361.7868957519531, 359.5682067871094, 363.0188903808594, 356.5740966796875, 385.179443359375, 383.0384521484375, 388.4996643066406, 391.3218994140625, 398.1341552734375, 398.6207580566406, 363.75, 357.75]","[361.75, 406.75, 362.0140075683594, 405.2781982421875, 362.7989807128906, 405.1503601074219, 368.85821533203125, 387.2513427734375, 374.5180358886719, 382.4007873535156, 387.8505859375, 380.35711669921875, 362.9666748046875, 402.9666748046875]","[0, 1, 0, 1, 0, 1, -1, -1, -1, -1, -1, -1, 0, 1]","[4, 4]","[363.2170715332031, 358.3012008666992]","[362.3824157714844, 405.0363082885742]","[1.1895516036699214, 1.9715804025375594]","[0.35018642681340373, 2.4305468688253313]","[0.020978400483727455, 0.9944451140084614]"
91321275,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321276,24257,T4,point_reducer_dbscan,4.1.0,"[366.08587646484375, 370.5017395019531, 365.75, 367.75, 364.1321716308594, 369.8927917480469, 364.9132385253906, 366.45855712890625, 371.82470703125]","[367.0344543457031, 324.1376647949219, 362.9666748046875, 324.9666748046875, 323.7781066894531, 368.5362854003906, 366.8750305175781, 363.23480224609375, 324.5419616699219]","[0, 1, 0, 1, 1, 0, 0, 0, 1]","[5, 4]","[366.6200927734375, 368.5521545410156]","[365.7294494628906, 324.3561019897461]","[3.673113066423684, 11.56339405166606]","[6.187477556336671, 0.2630454527679831]","[2.3350697561167175, 0.7491097608581185]"
91321278,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321279,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321281,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321283,24257,T4,point_reducer_dbscan,4.1.0,"[360.3125, 400.3125, 363.75, 400.75]","[363.75, 400.75, 365.9666748046875, 402.9666748046875]","[-1, -1, -1, -1]",,,,,,
91321284,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321285,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321287,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321288,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321290,24257,T4,point_reducer_dbscan,4.1.0,"[365.27459716796875, 340.82830810546875, 316.9134521484375, 362.75, 334.75, 383.75, 364.135009765625, 337.8720703125]","[362.7413635253906, 307.47149658203125, 325.0090637207031, 361.9666748046875, 314.9666748046875, 407.9666748046875, 363.35858154296875, 311.927001953125]","[0, -1, -1, 0, -1, -1, 0, -1]",[3],[364.05320231119794],[362.6888732910156],[1.5984170598288376],[0.48641751054674387],[0.5300345830619335]
91321291,24257,T4,point_reducer_dbscan,4.1.0,"[365.75, 384.75, 362.75, 379.75, 362.75, 382.75]","[361.9666748046875, 385.9666748046875, 363.9666748046875, 382.9666748046875, 361.9666748046875, 383.9666748046875]","[0, 1, 0, 1, 0, 1]","[3, 3]","[363.75, 382.4166666666667]","[362.6333414713542, 384.3000081380208]","[3.0, 6.333333333333333]","[1.3333333333333335, 2.333333333333333]","[-1.0, 3.666666666666667]"
91321293,24257,T4,point_reducer_dbscan,4.1.0,[362.768310546875],[363.4073486328125],[-1],,,,,,
91321294,24257,T4,point_reducer_dbscan,4.1.0,"[343.4954833984375, 364.062255859375, 361.75, 344.2929382324219, 362.47979736328125, 342.1448669433594, 363.6424255371094, 343.19488525390625, 367.6210632324219, 343.2135925292969, 410.624755859375]","[386.882080078125, 364.4021301269531, 363.9666748046875, 387.6905822753906, 361.4328918457031, 385.0722351074219, 363.2989807128906, 386.77581787109375, 364.1282958984375, 387.7609558105469, 406.74456787109375]","[0, 1, 1, 0, 1, 0, 1, 0, 1, 0, -1]","[5, 5]","[343.2683532714844, 363.9111083984375]","[386.8363342285156, 363.4457946777344]","[0.5929950636811555, 5.144460423570126]","[1.1756163542158902, 1.4312584164552393]","[0.7053485647775233, 1.117863598326221]"
91321295,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321296,24257,T4,point_reducer_dbscan,4.1.0,"[364.3189697265625, 321.73590087890625, 299.22772216796875]","[361.5021057128906, 401.8546142578125, 405.0990295410156]","[-1, -1, -1]",,,,,,
91321297,24257,T4,point_reducer_dbscan,4.1.0,"[385.9145812988281, 365.3425598144531, 364.7115783691406, 386.3628845214844, 384.75, 363.75, 386.75, 365.75, 363.5450744628906, 384.6379699707031]","[340.5053405761719, 362.1234130859375, 363.66595458984375, 340.04632568359375, 341.9666748046875, 365.9666748046875, 339.9666748046875, 364.9666748046875, 363.1705017089844, 339.49481201171875]","[0, 1, 1, 0, 0, 1, 0, 1, 1, 0]","[5, 5]","[385.68308715820314, 364.6198425292969]","[340.3959655761719, 363.9786437988281]","[0.9042346461676061, 0.9299360173754394]","[0.8994266847148538, 2.2803054314106705]","[-0.2985444935038686, -0.2783925239928067]"
91321298,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321299,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321301,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321302,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321303,24257,T4,point_reducer_dbscan,4.1.0,"[363.10565185546875, 338.2342224121094, 361.75, 338.75, 326.75, 367.1434631347656, 386.01898193359375, 323.1005859375, 353.3014221191406, 363.9289855957031, 336.22650146484375]","[362.0106506347656, 322.790283203125, 362.9666748046875, 327.9666748046875, 415.9666748046875, 344.352294921875, 364.4861755371094, 334.28533935546875, 312.8930969238281, 362.40740966796875, 322.5850830078125]","[0, -1, 0, -1, -1, -1, -1, -1, -1, 0, -1]",[3],[362.92821248372394],[362.4615783691406],[1.2106081045543156],[0.23069623950868845],[-0.36466691968962556]
91321304,24257,T4,point_reducer_dbscan,4.1.0,"[363.0014953613281, 330.35040283203125]","[362.40777587890625, 387.1167297363281]","[-1, -1]",,,,,,
91321305,24257,T4,point_reducer_dbscan,4.1.0,[386.75],[403.9666748046875],[-1],,,,,,
91321306,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321307,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321308,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321310,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321311,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321312,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321313,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321315,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321316,24257,T4,point_reducer_dbscan,4.1.0,"[362.2536926269531, 383.77703857421875, 362.3583068847656, 384.3599548339844, 363.3029479980469, 383.1044616699219]","[364.0314636230469, 405.7867736816406, 364.0274353027344, 405.1609802246094, 361.9723815917969, 402.0058288574219]","[0, 1, 0, 1, 0, 1]","[3, 3]","[362.63831583658856, 383.7471516927083]","[363.34376017252606, 404.31786092122394]","[0.3340379682679971, 0.39473569051673013]","[1.4105134656031928, 4.107023560752471]","[-0.6837020876506964, 1.0232436594863734]"
91321318,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321319,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321321,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321322,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321324,24257,T4,point_reducer_dbscan,4.1.0,"[364.0856628417969, 316.332275390625, 362.3125, 317.3125, 313.75, 363.75, 313.75, 360.75, 364.75, 315.75]","[362.1865539550781, 326.37152099609375, 361.75, 327.75, 329.9666748046875, 361.9666748046875, 324.9666748046875, 364.9666748046875, 359.9666748046875, 328.9666748046875]","[0, 1, 0, 1, 1, 0, 1, 0, 0, 1]","[5, 5]","[363.1296325683594, 315.378955078125]","[362.1673156738281, 327.60430908203125]","[2.5636992605403064, 2.523019802570343]","[3.2235027549788358, 3.983729764819145]","[-2.4980923511087894, 0.015089251101016832]"
91321325,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321327,24257,T4,point_reducer_dbscan,4.1.0,"[364.3125, 392.3125, 364.75, 393.75, 363.7226257324219, 390.0672302246094, 362.75, 391.75]","[360.75, 401.75, 360.9666748046875, 406.9666748046875, 361.11285400390625, 395.980712890625, 360.9666748046875, 409.9666748046875]","[0, -1, 0, -1, 0, -1, 0, -1]",[4],[363.88378143310547],[360.9490509033203],[0.7485219043834755],[0.02235797389099995],[-0.03881670767441392]
91321328,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
91321329,24257,T4,point_reducer_dbscan,4.1.0,"[363.75, 318.75, 234.75, 361.75]","[362.9666748046875, 242.96665954589844, 109.96665954589844, 363.9666748046875]","[-1, -1, -1, -1]",,,,,,
91321331,24257,T4,point_reducer_dbscan,4.1.0,"[412.3125, 366.3125, 361.75, 414.75, 411.75, 363.75, 366.8125, 411.8125, 411.1719665527344, 363.4030456542969]","[398.75, 362.75, 365.9666748046875, 395.9666748046875, 398.9666748046875, 362.9666748046875, 364.75, 396.75, 394.9747314453125, 360.10687255859375]","[0, 1, 1, 0, 0, 1, 1, 0, 0, 1]","[5, 5]","[412.35939331054686, 364.4056091308594]","[397.0816162109375, 363.30804443359375]","[1.9494085328653452, 4.4791432889178395]","[3.032244358956814, 4.955749873071909]","[-0.30230862163007266, -0.3051500469446182]"
91321333,24257,T4,point_reducer_dbscan,4.1.0,,,,,,,,,
